,Thi_layer_P,Six_layer_P,Last_layer,PProb_thi,PProb_six,PProb_las,True_labels
3015,0,0,0,0.5319948,0.80475163,0.8435485,1
3016,0,0,0,0.5089558,0.6707618,0.7950372,1
3017,0,1,0,0.50024736,0.5521421,0.63129514,1
3018,1,0,0,0.53096247,0.7928397,0.77277786,1
3019,0,0,0,0.53356767,0.7941005,0.88617975,1
3020,0,0,0,0.54813164,0.7825125,0.84926295,1
3021,1,1,1,0.52147377,0.57032245,0.55802655,1
3022,1,1,0,0.5095577,0.53688675,0.5997693,1
3023,0,0,0,0.5363854,0.5322043,0.52170783,1
3024,1,0,0,0.5277464,0.8212725,0.804652,1
3025,1,0,1,0.51026267,0.5500304,0.6016352,1
3026,1,0,0,0.5345446,0.7076166,0.7330455,1
3027,1,0,0,0.56287724,0.81516963,0.8356305,1
3028,1,0,0,0.53777784,0.6077062,0.5351351,1
3029,0,0,0,0.5054173,0.813245,0.8739855,1
3030,1,1,1,0.5342764,0.73413557,0.8345159,1
3031,1,0,1,0.5067332,0.5094453,0.67282,1
3032,0,0,0,0.5394466,0.7483123,0.8160748,1
3033,1,0,0,0.5129386,0.8369055,0.8868153,1
3034,1,0,0,0.50512296,0.6808343,0.64024144,1
3035,0,0,0,0.5112481,0.56205225,0.60216945,1
3036,1,0,0,0.5387945,0.66569626,0.6521351,1
3037,1,0,0,0.52247524,0.5006254,0.5325813,1
3038,1,0,1,0.5023371,0.5329215,0.54541564,1
3039,0,0,0,0.50680554,0.8749404,0.8791307,1
3040,0,0,0,0.52283424,0.7624658,0.82844657,1
3041,0,0,0,0.5083408,0.79318696,0.815591,1
3042,0,0,0,0.5051124,0.813769,0.80476195,1
3043,0,0,0,0.5200764,0.8147432,0.8681178,1
3044,1,0,0,0.526984,0.7849174,0.862204,1
3045,0,0,0,0.51005137,0.82091504,0.8559065,1
3046,1,0,0,0.55618334,0.76126623,0.7274618,1
3047,1,0,0,0.52129894,0.8382998,0.8399031,1
3048,1,0,0,0.50846285,0.8175869,0.8598135,1
3049,1,0,0,0.52349776,0.7647392,0.8294906,1
3050,1,0,0,0.52705926,0.70891166,0.7419137,1
3051,1,0,0,0.50206584,0.70178366,0.8000957,1
3052,0,0,0,0.526839,0.7709276,0.83391094,1
3053,1,0,0,0.5114238,0.80415386,0.8445576,1
3054,0,0,0,0.5174592,0.7545134,0.82823306,1
3055,1,0,0,0.51978266,0.819324,0.8944928,1
3056,1,0,0,0.5017002,0.72178876,0.7649619,1
3057,0,0,0,0.50724703,0.83893514,0.85521924,1
3058,0,0,0,0.5330318,0.77664566,0.8922839,1
3059,0,0,0,0.5438956,0.6666636,0.70338964,1
3060,0,0,0,0.54919565,0.82724726,0.87748045,1
3061,0,0,0,0.5255047,0.83994544,0.89205635,1
3062,0,0,0,0.5114177,0.8549027,0.8924968,1
3063,1,0,0,0.5100091,0.6505143,0.7313908,1
3064,0,0,0,0.5135192,0.8302957,0.84540963,1
3065,1,0,0,0.5113752,0.6405526,0.7743915,1
3066,1,0,0,0.5150646,0.67033225,0.7368367,1
3067,1,0,0,0.55061954,0.58222586,0.7544442,1
3068,0,0,0,0.5340535,0.85609657,0.8786376,1
3069,1,0,0,0.51948047,0.61207557,0.65933895,1
3070,1,0,0,0.5113752,0.6405526,0.7743915,1
3071,0,1,0,0.50501496,0.5613566,0.6519344,1
3072,1,0,0,0.5046055,0.6440401,0.69886947,1
3073,1,0,0,0.5248362,0.90096676,0.91712207,1
3074,0,0,0,0.52401274,0.6540279,0.6001413,1
3075,0,0,1,0.5038694,0.5197173,0.5343178,1
3076,1,1,1,0.5165828,0.6668192,0.6330144,1
3077,0,0,0,0.5164428,0.7058249,0.81807154,1
3078,1,0,0,0.52233344,0.74929076,0.8517796,1
3079,0,0,0,0.5137327,0.6996093,0.7974783,1
3080,0,0,0,0.5296351,0.7385815,0.84804946,1
3081,0,0,0,0.549012,0.8372305,0.902517,1
3082,1,0,0,0.53061545,0.7215849,0.8162627,1
3083,0,0,0,0.5093725,0.72309583,0.8158575,1
3084,0,0,0,0.504446,0.9173302,0.92151135,1
3085,1,1,1,0.52459276,0.82377166,0.78654104,1
3086,0,0,0,0.50486153,0.633972,0.8319431,1
3087,0,0,0,0.5349965,0.64022905,0.6845599,1
3088,0,0,0,0.5269303,0.83629113,0.88551,1
3089,0,0,0,0.53684294,0.57307714,0.6688859,1
3090,0,0,0,0.54957986,0.92665094,0.9416387,1
3091,1,0,0,0.5316535,0.6779194,0.8174437,1
3092,0,0,0,0.51106167,0.89316416,0.8885371,1
3093,0,0,0,0.502286,0.7684589,0.8001238,1
3094,0,0,0,0.51980835,0.6722491,0.6224639,1
3095,1,1,1,0.5069872,0.56000227,0.51999176,1
3096,1,1,1,0.506517,0.6005111,0.5468932,1
3097,1,0,0,0.5421088,0.7789014,0.8836221,1
3098,1,0,0,0.51310605,0.82382196,0.8355947,1
3099,1,0,0,0.52020293,0.89800674,0.91133314,1
3100,1,0,0,0.51111394,0.7036051,0.7303094,1
3101,1,1,1,0.53949016,0.66154826,0.66287833,1
3102,1,0,0,0.5279557,0.9110884,0.9286787,1
3103,1,0,0,0.51608026,0.82642674,0.8963745,1
3104,0,0,0,0.51849544,0.7085341,0.62455994,1
3105,1,0,0,0.5045473,0.84609663,0.90716004,1
3106,1,0,0,0.5150645,0.51909566,0.6414102,1
3107,0,0,0,0.50262535,0.8278542,0.8853754,1
3108,1,0,0,0.50832576,0.7064866,0.6309356,1
3109,0,0,0,0.54234755,0.7291115,0.81332105,1
3110,1,0,0,0.5342861,0.77619106,0.8954359,1
3111,1,0,0,0.512849,0.66759926,0.828772,1
3112,0,0,0,0.5247554,0.7039663,0.8021749,1
3113,0,0,0,0.517627,0.9111697,0.9243295,1
3114,0,0,0,0.5114675,0.77852887,0.82650304,1
3115,1,0,0,0.50876606,0.7505686,0.8359026,1
3116,1,1,1,0.5765798,0.83710223,0.9239979,1
3117,1,1,0,0.540656,0.5770025,0.62863404,1
3118,0,0,0,0.51814747,0.88506466,0.92120904,1
3119,1,0,0,0.53380924,0.8364071,0.91326755,1
3120,1,0,0,0.5107236,0.75761414,0.8260952,1
3121,0,0,0,0.56895167,0.8234695,0.86682314,1
3122,0,0,0,0.5058255,0.67704713,0.7452576,1
3123,1,0,0,0.54278433,0.75557023,0.7484633,1
3124,1,0,0,0.51281005,0.75651294,0.8493925,1
3125,1,0,0,0.52989537,0.8763559,0.8797558,1
3126,1,1,0,0.5307002,0.53753746,0.701074,1
3127,1,0,0,0.50383675,0.7001045,0.7403855,1
3128,1,1,1,0.5461198,0.55098456,0.72439176,1
3129,1,1,1,0.52494514,0.7189576,0.8109754,1
3130,0,0,0,0.5532718,0.8107719,0.7999978,1
3131,1,0,0,0.50296104,0.7927155,0.8388055,1
3132,1,0,0,0.5329585,0.79822576,0.80369866,1
3133,0,0,0,0.53743494,0.77402914,0.7894504,1
3134,1,0,0,0.5047643,0.86053365,0.8446939,1
3135,0,0,0,0.51332563,0.84266216,0.83970755,1
3136,1,0,0,0.51159126,0.8515575,0.9071709,1
3137,1,0,0,0.50380844,0.8609511,0.9088358,1
3138,0,0,0,0.5424222,0.8431796,0.89605,1
3139,1,0,0,0.5284086,0.6493636,0.7222183,1
3140,0,0,0,0.53323555,0.6894561,0.76052547,1
3141,1,0,0,0.54461,0.56613475,0.68436575,1
3142,0,0,0,0.5325549,0.87078017,0.9055002,1
3143,1,0,0,0.5103478,0.8402371,0.8302852,1
3144,0,0,1,0.50256413,0.531475,0.5788467,1
3145,0,0,0,0.53266233,0.68770367,0.75850767,1
3146,0,0,0,0.5241541,0.7870732,0.8670776,1
3147,1,0,0,0.5105743,0.71958923,0.7792601,1
3148,1,0,0,0.5332088,0.5758109,0.8117611,1
3149,1,1,1,0.5265582,0.5159392,0.5926291,1
3150,1,0,0,0.54825187,0.9237892,0.9203463,1
3151,0,0,0,0.5060459,0.59352595,0.50619406,1
3152,0,0,0,0.5270945,0.8316318,0.8494618,1
3153,0,0,0,0.51966757,0.89305526,0.93370366,1
3154,1,0,0,0.52195394,0.73276603,0.7518215,1
3155,0,0,0,0.5030361,0.5553858,0.6881771,1
3156,1,0,0,0.51239544,0.8495916,0.87603277,1
3157,1,0,0,0.52616364,0.74549496,0.8965395,1
3158,1,0,0,0.52408695,0.9072223,0.9383674,1
3159,0,0,0,0.5081873,0.83003575,0.8518345,1
3160,1,0,0,0.52401656,0.7835352,0.88585925,1
3161,0,0,0,0.5089983,0.66259354,0.6504969,1
3162,1,0,0,0.54183054,0.56408405,0.6603135,1
3163,0,0,0,0.5150465,0.746913,0.80698144,1
3164,0,0,0,0.5237543,0.7349888,0.8467801,1
3165,0,0,0,0.5169558,0.8368883,0.82151717,1
3166,0,0,0,0.5489173,0.84621555,0.8819258,1
3167,1,0,0,0.5402907,0.844885,0.8330673,1
3168,0,0,0,0.55891985,0.7247397,0.7491879,1
3169,1,0,0,0.51570463,0.8663414,0.9176699,1
3170,1,0,0,0.500954,0.7796664,0.82015,1
3171,1,0,0,0.5230755,0.54348946,0.65598255,1
3172,1,0,0,0.50491077,0.75820947,0.7379638,1
3173,1,0,0,0.51479083,0.64201134,0.7373872,1
3174,1,0,0,0.5021414,0.89802355,0.93352723,1
3175,1,0,0,0.5102822,0.88900584,0.8990073,1
3176,0,1,1,0.50486577,0.569673,0.608589,1
3177,0,0,0,0.51752824,0.84468836,0.7847175,1
3178,0,0,0,0.51527834,0.87172234,0.9147106,1
3179,0,0,0,0.57151496,0.849401,0.89281124,1
3180,0,0,0,0.5060295,0.80948895,0.9141917,1
3181,0,0,0,0.5253826,0.8686559,0.86945736,1
3182,1,0,0,0.50934786,0.7835072,0.8920615,1
3183,1,0,0,0.51167566,0.8113232,0.81652725,1
3184,0,0,0,0.5186718,0.87216437,0.88393766,1
3185,0,0,0,0.5183314,0.8545825,0.83204067,1
3186,1,0,0,0.54439795,0.8182796,0.87958556,1
3187,0,0,0,0.5067414,0.899263,0.9234793,1
3188,0,0,0,0.5093511,0.8092183,0.9202102,1
3189,0,0,0,0.5537804,0.8748008,0.9036773,1
3190,0,0,0,0.5294347,0.76388377,0.8253937,1
3191,0,0,0,0.51063293,0.9145759,0.9194714,1
3192,1,1,0,0.51064044,0.53877854,0.5570522,1
3193,0,0,0,0.512209,0.5929813,0.5729872,1
3194,0,0,0,0.5181516,0.8352996,0.8843076,1
3195,0,0,0,0.5006966,0.80881095,0.86514497,1
3196,1,1,0,0.51002395,0.58079445,0.59688056,1
3197,0,0,0,0.5368415,0.7741624,0.82747275,1
3198,0,0,0,0.5398854,0.8499219,0.90683776,1
3199,1,0,0,0.5112104,0.5343891,0.6318985,1
3200,0,0,0,0.5277672,0.5325347,0.6994426,1
3201,0,1,0,0.5357723,0.5413509,0.55732316,1
3202,0,0,0,0.53479487,0.752143,0.8403976,1
3203,0,0,0,0.5104848,0.6772094,0.72663665,1
3204,1,0,0,0.5063373,0.8379743,0.846705,1
3205,1,0,0,0.5031134,0.82347816,0.8303395,1
3206,1,1,1,0.50168496,0.5905435,0.6688974,1
3207,0,0,0,0.5003052,0.8205375,0.8726077,1
3208,1,0,0,0.51971155,0.8337155,0.85403955,1
3209,0,0,0,0.51585245,0.73312896,0.6654049,1
3210,1,0,0,0.50692964,0.7647084,0.83322865,1
3211,0,0,0,0.50433713,0.82023436,0.82354087,1
3212,1,0,0,0.53847146,0.613594,0.74159455,1
3213,1,0,0,0.52405727,0.8238907,0.8760955,1
3214,0,0,0,0.54932356,0.80562156,0.8856869,1
3215,1,0,0,0.52950954,0.5315017,0.64675,1
3216,1,0,0,0.54449224,0.53054196,0.6296012,1
3217,1,0,0,0.5239839,0.70947343,0.7987363,1
3218,1,0,0,0.5112118,0.90677696,0.9298742,1
3219,1,0,0,0.57094395,0.78903633,0.7958504,1
3220,0,0,0,0.5089068,0.8896454,0.9200136,1
3221,1,1,1,0.59312856,0.7772301,0.7282614,1
3222,1,0,0,0.51251787,0.5147356,0.6357643,1
3223,0,0,0,0.54260224,0.7757517,0.8699938,1
3224,0,0,0,0.5025532,0.7983954,0.88607556,1
3225,1,0,0,0.53469884,0.8597886,0.89266926,1
3226,0,0,0,0.5103542,0.8142685,0.85696995,1
3227,1,0,0,0.52621806,0.6956694,0.81856483,1
3228,0,0,0,0.5010068,0.9020804,0.91621125,1
3229,0,0,0,0.506687,0.59527117,0.56788623,1
3230,0,0,0,0.55015856,0.8520887,0.8833167,1
3231,0,0,0,0.53354067,0.865717,0.91231245,1
3232,0,0,0,0.50995994,0.84328777,0.9065707,1
3233,0,0,0,0.5268779,0.73804355,0.7968177,1
3234,0,0,0,0.5065594,0.8117932,0.8946249,1
3235,1,0,0,0.51765597,0.6939082,0.7937924,1
3236,0,0,0,0.5287984,0.8699266,0.91656756,1
3237,0,0,0,0.5257912,0.8753726,0.91164607,1
3238,1,0,0,0.5082487,0.7583216,0.80863696,1
3239,0,0,0,0.53703415,0.7094306,0.8012689,1
3240,1,0,0,0.5318053,0.6705375,0.80051535,1
3241,0,0,0,0.5345012,0.82186544,0.84037954,1
3242,0,0,0,0.516917,0.90159583,0.8919396,1
3243,0,0,0,0.5222975,0.7652166,0.84659606,1
3244,0,0,0,0.5382924,0.68107927,0.67369026,1
3245,1,0,0,0.5085163,0.7495398,0.70879245,1
3246,0,0,0,0.53000444,0.85544235,0.90237266,1
3247,0,0,0,0.5555152,0.790955,0.8030482,1
3248,0,0,0,0.51156735,0.80472404,0.7117735,1
3249,0,0,0,0.54864687,0.80421656,0.85707885,1
3250,0,0,0,0.5142806,0.7738859,0.8396823,1
3251,0,0,0,0.50476056,0.59843403,0.7373229,1
3252,1,0,0,0.5517127,0.54230034,0.688978,1
3253,0,0,0,0.53676796,0.7055329,0.7647977,1
3254,1,0,0,0.51575094,0.7242925,0.86969906,1
3255,1,0,0,0.5360237,0.51813644,0.61944324,1
3256,0,0,0,0.52756405,0.8023941,0.88931745,1
3257,1,1,1,0.59064937,0.8108231,0.8956795,1
3258,1,0,0,0.5076508,0.5718242,0.56150264,1
3259,1,1,1,0.52846867,0.51240116,0.58326995,1
3260,1,0,0,0.5306152,0.723774,0.82929134,1
3261,1,0,0,0.5268983,0.5077567,0.74647695,1
3262,1,0,0,0.50451463,0.65212035,0.8025721,1
3263,0,0,0,0.52130944,0.5317189,0.74064845,1
3264,1,0,0,0.5002817,0.7877187,0.7911796,1
3265,0,0,0,0.5083636,0.7119804,0.66222256,1
3266,1,1,1,0.5062812,0.5344665,0.50555706,1
3267,1,1,0,0.57721287,0.56401527,0.5342217,1
3268,0,0,0,0.5363076,0.62464744,0.7408371,1
3269,1,0,0,0.5043373,0.68442625,0.7945416,1
3270,0,0,0,0.54858667,0.8165316,0.8542762,1
3271,0,0,0,0.51617944,0.88970435,0.86570716,1
3272,0,1,1,0.504851,0.63356256,0.75340265,1
3273,1,0,0,0.5191555,0.7061977,0.5607838,1
3274,1,0,0,0.51476276,0.7331086,0.85856026,1
3275,1,0,0,0.52185816,0.54361236,0.7185198,1
3276,1,0,0,0.5038005,0.87254053,0.8927573,1
3277,1,0,0,0.5162691,0.8031341,0.75226426,1
3278,1,1,1,0.55088913,0.7626255,0.8878754,1
3279,0,0,0,0.5116628,0.77454686,0.76094896,1
3280,0,0,0,0.5048651,0.6855669,0.59791225,1
3281,0,0,0,0.52304614,0.6737438,0.7182885,1
3282,1,0,1,0.512026,0.5599582,0.65159965,1
3283,1,0,0,0.5150436,0.8194066,0.8690786,1
3284,0,0,0,0.50049794,0.71929044,0.7692759,1
3285,0,0,0,0.545229,0.80182004,0.8678799,1
3286,0,0,0,0.51415575,0.8625047,0.89637274,1
3287,0,0,0,0.5086076,0.84732985,0.89124227,1
3288,0,0,0,0.55725944,0.81880665,0.90229917,1
3289,0,0,0,0.5311284,0.7644046,0.7787812,1
3290,0,0,0,0.54917794,0.77428126,0.8475198,1
3291,0,0,0,0.5222609,0.7920014,0.8116175,1
3292,0,0,0,0.50023127,0.65220004,0.68203056,1
3293,1,0,0,0.5223381,0.8843639,0.909661,1
3294,1,0,0,0.5105934,0.91327494,0.8942828,1
3295,0,0,0,0.5445285,0.9206843,0.94550157,1
3296,1,0,0,0.51254195,0.8022918,0.8666238,1
3297,1,0,0,0.50275725,0.89679074,0.91001034,1
3298,0,0,0,0.53546464,0.8626296,0.90138084,1
3299,0,0,0,0.5048465,0.8136256,0.8494961,1
3300,0,0,0,0.53755176,0.622202,0.72511405,1
3301,0,0,0,0.52658635,0.79750603,0.8600646,1
3302,1,0,0,0.50093174,0.83214474,0.9002868,1
3303,0,0,0,0.50698656,0.5684871,0.641031,1
3304,0,1,0,0.528233,0.5215193,0.64754933,1
3305,1,0,0,0.50677043,0.7162998,0.7538994,1
3306,0,0,0,0.5132583,0.7287112,0.7824002,1
3307,1,0,0,0.51120925,0.84092575,0.7585049,1
3308,0,0,0,0.5642285,0.75035363,0.8039089,1
3309,1,0,0,0.53392255,0.7722273,0.79675514,1
3310,1,1,0,0.510991,0.5483415,0.5283573,1
3311,1,0,0,0.52474815,0.672465,0.7033429,1
3312,1,0,0,0.5117313,0.8210574,0.8922668,1
3313,0,0,0,0.5053393,0.6608672,0.66496414,1
3314,0,0,0,0.52409977,0.7643689,0.72604245,1
3315,1,0,0,0.5054946,0.8946646,0.90893596,1
3316,1,0,0,0.50965613,0.88631845,0.9010882,1
3317,0,0,0,0.53118,0.88520724,0.924358,1
3318,1,0,0,0.5170164,0.8772825,0.8795601,1
3319,1,0,0,0.52963483,0.9029461,0.88229334,1
3320,0,0,0,0.51708555,0.7741449,0.8847986,1
3321,0,1,1,0.5302503,0.5128866,0.5062155,1
3322,0,0,0,0.5377964,0.5652663,0.65192723,1
3323,1,0,0,0.5187355,0.59666365,0.6641242,1
3324,0,0,0,0.50076425,0.7779212,0.8764651,1
3325,1,0,0,0.5086381,0.7456173,0.82272786,1
3326,1,0,0,0.5192421,0.6928889,0.74098164,1
3327,0,0,0,0.54683113,0.8125672,0.87216,1
3328,1,0,0,0.515786,0.8477596,0.89030313,1
3329,1,0,0,0.5027222,0.8073767,0.8617741,1
3330,1,0,0,0.5161813,0.70752805,0.8154873,1
3331,0,0,0,0.5059153,0.65950894,0.63459605,1
3332,1,0,0,0.5497734,0.7758237,0.80498785,1
3333,0,0,0,0.50493616,0.6535765,0.7623579,1
3334,0,0,0,0.52038366,0.864805,0.9047025,1
3335,0,0,0,0.5201732,0.8127453,0.87682414,1
3336,1,0,0,0.50201535,0.8896432,0.9166341,1
3337,0,0,0,0.50553566,0.86940527,0.9049887,1
3338,0,0,1,0.5008867,0.5833478,0.539811,1
3339,0,0,0,0.5063711,0.80377203,0.8564968,1
3340,0,0,0,0.5033756,0.8664423,0.85534006,1
3341,1,0,0,0.5147923,0.72046024,0.8239732,1
3342,0,0,0,0.5043185,0.69165033,0.84314626,1
3343,1,0,0,0.51463777,0.75593185,0.84294635,1
3344,1,0,0,0.5303301,0.8629018,0.9146436,1
3345,1,0,0,0.55791414,0.6760217,0.7589785,1
3346,0,0,0,0.52934796,0.8734614,0.9020642,1
3347,0,0,0,0.535869,0.8417642,0.8915305,1
3348,1,0,0,0.5221485,0.81994754,0.76658946,1
3349,1,0,0,0.50253624,0.8761162,0.8768535,1
3350,1,0,0,0.51534265,0.7718401,0.8642829,1
3351,0,0,0,0.5489798,0.7533068,0.8462219,1
3352,0,0,0,0.50111973,0.7613958,0.882781,1
3353,0,0,0,0.5312613,0.81613266,0.8701894,1
3354,1,1,1,0.5582121,0.6816508,0.55925786,1
3355,1,1,1,0.51828897,0.68448615,0.62873244,1
3356,0,1,0,0.5149834,0.5179062,0.67636836,1
3357,0,0,0,0.53924,0.74980813,0.70969075,1
3358,1,0,0,0.50696313,0.8806343,0.9089411,1
3359,0,0,0,0.5502389,0.81130123,0.84499425,1
3360,1,1,1,0.5426432,0.6744427,0.65336746,1
3361,0,0,0,0.5468645,0.699714,0.8039897,1
3362,1,0,0,0.5288487,0.71375096,0.8056991,1
3363,1,0,0,0.5006488,0.65274304,0.52109843,1
3364,0,0,0,0.51319504,0.84232086,0.8548565,1
3365,1,0,0,0.50026745,0.8028321,0.85603267,1
3366,1,0,0,0.5306938,0.68149763,0.7768263,1
3367,0,0,0,0.5118691,0.680193,0.7092607,1
3368,1,0,0,0.50217617,0.5267677,0.6622848,1
3369,0,0,0,0.5156047,0.8458262,0.8998846,1
3370,1,0,0,0.5010676,0.56559104,0.7295984,1
3371,0,0,0,0.5509765,0.8567783,0.91746336,1
3372,1,0,0,0.50281894,0.79605216,0.79799473,1
3373,0,0,0,0.5131068,0.7249398,0.8032671,1
3374,0,0,0,0.5356126,0.7895449,0.8025243,1
3375,0,0,0,0.54456717,0.63466084,0.60434055,1
3376,1,0,0,0.52763355,0.8567686,0.8551184,1
3377,0,0,0,0.50299317,0.82405543,0.8828416,1
3378,0,0,0,0.5554916,0.88441485,0.91412926,1
3379,0,0,0,0.54833525,0.7735564,0.8558601,1
3380,0,0,0,0.50547683,0.8643487,0.887728,1
3381,0,0,0,0.51856196,0.8900534,0.87848675,1
3382,1,0,0,0.53544044,0.5027078,0.66258276,1
3383,1,1,0,0.588763,0.5243951,0.7517131,1
3384,1,0,0,0.5454008,0.9188471,0.9381222,1
3385,1,0,0,0.5093546,0.544628,0.78989387,1
3386,1,0,0,0.5316329,0.82278603,0.862033,1
3387,1,0,0,0.5409136,0.9277352,0.93256414,1
3388,1,0,0,0.5067284,0.59751105,0.7558852,1
3389,1,1,0,0.5671607,0.6617145,0.5332252,1
3390,1,0,0,0.50351244,0.7634621,0.7826775,1
3391,1,0,0,0.53948164,0.9028903,0.89541036,1
3392,0,0,0,0.50254285,0.7077515,0.6417826,1
3393,1,0,0,0.50698596,0.83780324,0.86750543,1
3394,1,0,0,0.53136194,0.6121607,0.5398417,1
3395,1,0,0,0.52752113,0.8357345,0.7952638,1
3396,1,1,1,0.5516007,0.6019132,0.60677224,1
3397,1,0,0,0.53900605,0.87664306,0.8200435,1
3398,1,0,0,0.5070726,0.68499386,0.5430778,1
3399,1,0,0,0.54910845,0.760652,0.8286759,1
3400,1,0,1,0.577296,0.658671,0.5032619,1
3401,1,0,0,0.568864,0.62701756,0.7285711,1
3402,0,0,0,0.5065156,0.8717443,0.8994024,1
3403,1,0,0,0.5477529,0.77857625,0.8426632,1
3404,1,0,0,0.51637536,0.8022579,0.8636565,1
3405,1,0,0,0.51534396,0.60588074,0.5827313,1
3406,1,0,0,0.57014024,0.8033646,0.7756436,1
3407,1,0,0,0.53974247,0.5060647,0.63682497,1
3408,1,0,0,0.50381386,0.7577943,0.7898059,1
3409,1,0,0,0.5435412,0.8235267,0.8756909,1
3410,0,0,0,0.5127356,0.640244,0.71970385,1
3411,1,0,0,0.55655104,0.55606407,0.716318,1
3412,0,0,0,0.5241735,0.77953,0.848666,1
3413,0,0,0,0.51727843,0.83121234,0.85752785,1
3414,1,1,1,0.5490616,0.7643907,0.83748704,1
3415,1,0,0,0.5566718,0.7211824,0.8048527,1
3416,1,1,1,0.55236596,0.6479765,0.6456068,1
3417,1,0,0,0.5310426,0.7328593,0.7301818,1
3418,1,0,0,0.50772583,0.77904314,0.82419735,1
3419,0,0,0,0.5371535,0.7462391,0.7808927,1
3420,1,0,0,0.50676423,0.90699065,0.91479003,1
3421,1,0,0,0.50817674,0.7731233,0.84962785,1
3422,1,0,0,0.5318999,0.8022008,0.74953395,1
3423,0,0,0,0.5365846,0.7317636,0.72182137,1
3424,0,0,0,0.5255985,0.8504802,0.86028326,1
3425,1,0,0,0.5597649,0.7874629,0.8004838,1
3426,1,1,1,0.52012897,0.7739092,0.6744614,1
3427,1,1,1,0.62472427,0.76397854,0.86049116,1
3428,0,0,0,0.5040632,0.71673805,0.7812369,1
3429,1,0,0,0.5283926,0.67533433,0.7509468,1
3430,1,0,0,0.5368897,0.85308063,0.90703714,1
3431,0,0,0,0.5150124,0.7770226,0.8506262,1
3432,0,0,0,0.5131881,0.7021537,0.676286,1
3433,0,0,0,0.5298856,0.6980404,0.85220045,1
3434,1,0,0,0.5076758,0.6592597,0.72860605,1
3435,1,0,0,0.5015085,0.83283913,0.8640836,1
3436,0,0,0,0.52544725,0.7642513,0.72602105,1
3437,0,0,0,0.5235521,0.76570714,0.8219267,1
3438,0,0,0,0.5361049,0.8503173,0.8818532,1
3439,0,0,0,0.5230268,0.59789044,0.7048796,1
3440,1,0,0,0.50958997,0.7329649,0.7807547,1
3441,1,0,0,0.5325558,0.5872965,0.63137203,1
3442,0,0,0,0.50763327,0.8677913,0.87703043,1
3443,0,0,0,0.5424459,0.8611451,0.91494876,1
3444,0,0,0,0.5142801,0.81332195,0.8991469,1
3445,0,0,0,0.5168745,0.7132057,0.8093235,1
3446,1,0,0,0.51728076,0.57677525,0.7164477,1
3447,1,0,0,0.52425605,0.6275965,0.8474154,1
3448,1,0,0,0.5318528,0.7878252,0.86913186,1
3449,1,0,0,0.52874875,0.82030034,0.8591918,1
3450,1,0,0,0.52786267,0.6293503,0.6625688,1
3451,1,0,0,0.5086137,0.73854136,0.86054206,1
3452,1,0,0,0.5002782,0.88361025,0.90624446,1
3453,1,1,1,0.5364271,0.53731877,0.5193577,1
3454,1,0,0,0.515134,0.7087664,0.81638914,1
3455,1,0,0,0.5022274,0.8631096,0.8658307,1
3456,1,1,0,0.50732595,0.5486491,0.5953474,1
3457,0,0,0,0.502376,0.59536284,0.5285978,1
3458,0,0,0,0.5270158,0.757271,0.65733534,1
3459,0,0,0,0.5502483,0.81536657,0.872768,1
3460,0,0,0,0.53052145,0.685281,0.78874224,1
3461,1,0,0,0.5254482,0.719305,0.8364322,1
3462,1,0,0,0.53965294,0.68260694,0.5859895,1
3463,0,0,0,0.50347656,0.5375588,0.69309586,1
3464,1,0,0,0.5034271,0.7170083,0.83315045,1
3465,0,0,0,0.5169434,0.8795473,0.9078798,1
3466,1,0,0,0.50144863,0.54591376,0.63121474,1
3467,1,0,0,0.5057591,0.65867156,0.75937456,1
3468,0,0,0,0.51117307,0.6572728,0.7790956,1
3469,0,0,0,0.5402042,0.90385634,0.90718275,1
3470,0,0,0,0.56575805,0.85709244,0.9145774,1
3471,1,0,0,0.53847307,0.7330744,0.78934634,1
3472,0,1,1,0.5000073,0.5754465,0.586124,1
3473,0,0,0,0.52741,0.6741893,0.6460093,1
3474,0,0,0,0.50394964,0.8875161,0.9116739,1
3475,1,0,0,0.5026924,0.80218333,0.8906845,1
3476,1,0,0,0.5763408,0.56297123,0.69526106,1
3477,0,0,0,0.5002783,0.7183248,0.81484455,1
3478,0,0,0,0.5124711,0.83700186,0.87839204,1
3479,1,0,0,0.5007647,0.7569753,0.8587444,1
3480,0,0,0,0.52116233,0.6520313,0.57680875,1
3481,1,0,0,0.5226365,0.60140836,0.7932353,1
3482,0,0,0,0.5088523,0.68592876,0.7441787,1
3483,0,0,0,0.5203862,0.79522777,0.856153,1
3484,0,0,0,0.5126082,0.6839596,0.57955176,1
3485,0,0,0,0.5090761,0.93935925,0.9359041,1
3486,1,0,0,0.51958007,0.55684507,0.7073278,1
3487,0,0,0,0.5329612,0.82003605,0.8218914,1
3488,1,0,0,0.5100521,0.82167894,0.89357287,1
3489,0,0,0,0.54504925,0.7701795,0.8555783,1
3490,0,0,0,0.5179411,0.74744916,0.8487328,1
3491,1,0,0,0.5476207,0.7218501,0.72812736,1
3492,1,0,0,0.50749755,0.797515,0.8750292,1
3493,0,0,0,0.52778846,0.77228904,0.8012129,1
3494,1,0,0,0.5761272,0.77293795,0.67744493,1
3495,1,0,1,0.52409875,0.55902386,0.56992906,1
3496,0,0,0,0.5211472,0.8967312,0.9074322,1
3497,1,0,0,0.50872415,0.6106343,0.7053858,1
3498,1,0,0,0.5165307,0.6525175,0.7916472,1
